County/City,Ward,Pct,"Justin Edward Fairfax","Jill Holtzman Vogel","All Others","Total Votes Cast"
"Henrico County",-,"314 - Three Chopt (CD 7)",747,747,2,"1,496"
"Henrico County",-,"315 - Tucker (CD 7)","1,005",366,1,"1,372"
"Henrico County",-,"401 - Quioccasin (CD 7)",856,721,1,"1,578"
"Henrico County",-,"402 - Crestview (CD 7)",708,447,0,"1,155"
"Henrico County",-,"403 - Derbyshire (CD 7)",496,744,2,"1,242"
"Henrico County",-,"404 - Freeman (CD 7)",522,507,3,"1,032"
"Henrico County",-,"405 - Gayton (CD 7)",797,"1,138",2,"1,937"
"Henrico County",-,"406 - Godwin (CD 7)",744,674,1,"1,419"
"Henrico County",-,"407 - Lakewood (CD 7)",482,606,2,"1,090"
"Henrico County",-,"408 - Lauderdale (CD 7)",677,595,3,"1,275"
"Henrico County",-,"409 - Maybeury (CD 7)",719,781,0,"1,500"
"Henrico County",-,"410 - Mooreland (CD 7)",334,674,0,"1,008"
"Henrico County",-,"411 - Pemberton (CD 7)",635,529,0,"1,164"
"Henrico County",-,"412 - Pinchbeck (CD 7)",838,754,3,"1,595"
"Henrico County",-,"413 - Ridgefield (CD 7)",833,885,2,"1,720"
"Henrico County",-,"414 - Rollingwood (CD 7)",601,624,4,"1,229"
"Henrico County",-,"415 - Skipwith (CD 7)",446,329,2,777
"Henrico County",-,"416 - Spottswood (CD 7)",326,342,1,669
"Henrico County",-,"417 - Tuckahoe (CD 7)",824,"1,402",1,"2,227"
"Henrico County",-,"418 - Welborne (CD 7)",553,415,1,969
"Henrico County",-,"419 - West End (CD 7)",684,719,0,"1,403"
"Henrico County",-,"501 - Antioch (CD 4)",268,791,2,"1,061"
"Henrico County",-,"502 - Cedar Fork (CD 4)",518,94,0,612
"Henrico County",-,"503 - Chickahominy (CD 4)",507,628,1,"1,136"
"Henrico County",-,"504 - Donahoe (CD 4)",561,245,1,807
"Henrico County",-,"505 - Dorey (CD 4)",721,641,0,"1,362"
"Henrico County",-,"506 - Eanes (CD 4)",810,251,1,"1,062"
"Henrico County",-,"507 - Elko (CD 4)",73,332,0,405
"Henrico County",-,"508 - Highland Springs (CD 4)",771,157,1,929
"Henrico County",-,"509 - Laburnum (CD 4)",675,238,1,914
"Henrico County",-,"510 - Mehfoud (CD 4)",827,285,0,"1,112"
"Henrico County",-,"511 - Montrose (CD 4)","1,733",232,1,"1,966"
"Henrico County",-,"512 - Nine Mile (CD 4)",316,196,0,512
"Henrico County",-,"513 - Pleasants (CD 4)","1,232",139,0,"1,371"
"Henrico County",-,"514 - Rolfe (CD 4)","2,348",233,2,"2,583"
"Henrico County",-,"515 - Sandston (CD 4)",329,614,1,944
"Henrico County",-,"516 - Sullivans (CD 4)",735,341,1,"1,077"
"Henrico County",-,"517 - Town Hall (CD 4)",265,329,1,595
"Henrico County",-,"518 - Whitlocks (CD 4)",517,644,1,"1,162"
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)","1,067",330,3,"1,400"
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)","2,690","2,254",16,"4,960"
"Henrico County",-,"Provisional (CD 4)",18,2,0,20
"Henrico County",-,"Provisional (CD 7)",57,29,0,86
"Henry County",-,"101 - Bassett Number Two (CD 9)",140,150,0,290
"Henry County",-,"102 - Gunville (CD 9)",92,427,0,519
"Henry County",-,"103 - Scott's Tanyard (CD 9)",189,756,2,947
"Henry County",-,"201 - Fieldale (CD 9)",122,217,0,339
"Henry County",-,"202 - Horsepasture #1 (CD 9)",236,395,0,631
"Henry County",-,"203 - Horsepasture #2 (CD 9)",455,165,0,620
"Henry County",-,"204 - Spencer (CD 9)",194,530,0,724
"Henry County",-,"302 - Axton (CD 5)",241,205,0,446
"Henry County",-,"303 - Irisburg (CD 5)",345,412,0,757
"Henry County",-,"304 - Mount Olivet (CD 5)",496,485,1,982
"Henry County",-,"304 - Mount Olivet (CD 9)",1,0,0,1
"Henry County",-,"305 - Mountain Valley (CD 5)",191,237,0,428
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",99,354,0,453
"Henry County",-,"402 - Daniels Creek (CD 9)",119,305,10,434
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",221,590,0,811
"Henry County",-,"405 - Mountain View (CD 5)",187,277,0,464
"Henry County",-,"501 - Bassett Number One (CD 9)",153,191,0,344
"Henry County",-,"502 - Figsboro (CD 9)",122,408,0,530
"Henry County",-,"503 - Stanleytown (CD 9)",127,664,0,791
"Henry County",-,"504 - Oak Level (CD 9)",75,220,0,295
"Henry County",-,"505 - Dyers Store (CD 5)",6,39,0,45
"Henry County",-,"505 - Dyers Store (CD 9)",105,190,0,295
"Henry County",-,"601 - Fontaine (CD 9)",187,486,1,674
"Henry County",-,"602 - Hillcrest (CD 9)",112,159,0,271
"Henry County",-,"603 - Ridgeway #1 (CD 5)",175,521,0,696
"Henry County",-,"604 - Ridgeway #2 (CD 9)",136,452,0,588
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",55,115,1,171
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",124,287,0,411
"Henry County",-,"Provisional (CD 5)",0,2,0,2
"Henry County",-,"Provisional (CD 9)",1,5,0,6
"Highland County",-,"1 - Monterey",123,238,0,361
"Highland County",-,"3 - Wilsons Mill",23,60,0,83
"Highland County",-,"5 - Blue Grass",64,121,0,185
"Highland County",-,"7 - Mill Gap",38,81,0,119
"Highland County",-,"8 - Mcdowell",49,167,1,217
"Highland County",-,"10 - Headwaters",15,55,0,70
"Highland County",-,Provisional,0,0,0,0
"Hopewell City",-,"101 - Ward One",256,329,0,585
"Hopewell City",-,"201 - Ward Two",372,74,2,448
"Hopewell City",-,"301 - Ward Three",248,732,1,981
"Hopewell City",-,"401 - Ward Four",539,582,1,"1,122"
"Hopewell City",-,"501 - Ward Five",274,503,0,777
"Hopewell City",-,"601 - Ward Six",489,96,2,587
"Hopewell City",-,"701 - Ward Seven",347,254,0,601
"Hopewell City",-,"Ab - Central Absentee Precinct",118,196,2,316
"Hopewell City",-,Provisional,2,0,0,2
"Isle of Wight County",-,"101 - Smithfield",581,"1,117",1,"1,699"
"Isle of Wight County",-,"102 - Cypress Creek",513,838,0,"1,351"
"Isle of Wight County",-,"201 - Bartlett",624,"1,068",1,"1,693"
"Isle of Wight County",-,"202 - Carrollton",686,908,1,"1,595"
"Isle of Wight County",-,"301 - Rushmere",674,566,0,"1,240"
"Isle of Wight County",-,"302 - Pons",763,428,1,"1,192"
"Isle of Wight County",-,"401 - Courthouse",134,355,0,489
"Isle of Wight County",-,"402 - Windsor",291,661,0,952
"Isle of Wight County",-,"403 - Longview",388,519,0,907
"Isle of Wight County",-,"501 - Walters",135,413,0,548
"Isle of Wight County",-,"502 - Camps Mill",158,123,0,281
"Isle of Wight County",-,"503 - Carrsville",146,219,0,365
"Isle of Wight County",-,"504 - Zuni",202,484,1,687
"Isle of Wight County",-,"505 - Raynor",95,290,1,386
"Isle of Wight County",-,"Ab - Central Absentee Precinct",256,411,0,667
"Isle of Wight County",-,Provisional,2,4,0,6
"James City County",-,"101 - Berkeley A (CD 1)",900,"1,059",2,"1,961"
"James City County",-,"102 - Berkeley B (CD 1)",622,616,0,"1,238"
"James City County",-,"103 - Berkeley C (CD 1)",994,"1,596",5,"2,595"
"James City County",-,"104- Berkeley D (CD 2)",316,253,0,569
"James City County",-,"201 - Jamestown A (CD 2)",363,221,0,584
"James City County",-,"202 - Jamestown B (CD 1)","1,002",654,2,"1,658"
"James City County",-,"202 - Jamestown B (CD 2)",0,0,0,0
"James City County",-,"203 - Jamestown C (CD 1)",730,809,2,"1,541"
"James City County",-,"204 - Jamestown D (CD 1)",941,"1,289",1,"2,231"
"James City County",-,"301 - Powhatan A (CD 1)",960,"1,276",0,"2,236"
"James City County",-,"302 - Powhatan B (CD 1)",305,240,0,545
"James City County",-,"303 - Powhatan C (CD 1)",245,505,2,752
"James City County",-,"304 - Powhatan D (CD 1)",944,680,0,"1,624"
"James City County",-,"401 - Stonehouse A (CD 1)",768,"1,056",2,"1,826"
"James City County",-,"402 - Stonehouse B (CD 1)","1,213","1,411",4,"2,628"
"James City County",-,"403 - Stonehouse C (CD 1)",728,"1,040",3,"1,771"
"James City County",-,"501 - Roberts A (CD 2)",556,225,0,781
"James City County",-,"502 - Roberts B (CD 2)",795,"1,299",1,"2,095"
"James City County",-,"503 - Roberts C (CD 2)",200,82,0,282
"James City County",-,"504 - Roberts D (CD 1)",0,0,0,0
"James City County",-,"504 - Roberts D (CD 2)",963,936,1,"1,900"
"James City County",-,"Ab - Central Absentee Precinct (CD 1)","1,373","1,450",1,"2,824"
"James City County",-,"AB - Central Absentee Precinct (CD 2)",0,0,0,0
"James City County",-,"Provisional (CD 1)",8,7,0,15
"James City County",-,"Provisional (CD 2)",2,6,0,8
"King and Queen County",-,"101 - Owenton",247,176,0,423
"King and Queen County",-,"201 - Clarks",179,314,0,493
"King and Queen County",-,"301 - Shacklefords",188,286,0,474
"King and Queen County",-,"401 - Courthouse",233,272,2,507
"King and Queen County",-,"501 - Oldmill",107,325,0,432
"King and Queen County",-,"Ab - Central Absentee Precinct",52,84,0,136
"King and Queen County",-,Provisional,0,0,0,0
"King George County",-,"101 - Courthouse",433,811,2,"1,246"
"King George County",-,"102 - Passapatanzy",225,360,0,585
"King George County",-,"201 - Monroe",574,"1,157",1,"1,732"
"King George County",-,"301 - Dahlgren",633,841,0,"1,474"
"King George County",-,"401 - Shiloh",552,"1,037",5,"1,594"
"King George County",-,"Ab - Central Absentee Precinct",157,329,0,486
"King George County",-,Provisional,3,2,0,5
"King William County",-,"101 - West Point",374,751,3,"1,128"
"King William County",-,"201 - Sweet Hall",136,285,0,421
"King William County",-,"202 - Courthouse",314,430,0,744
"King William County",-,"301 - Aylett",271,795,3,"1,069"
"King William County",-,"401 - Manquin",320,814,0,"1,134"
"King William County",-,"501 - Mangohick",448,777,1,"1,226"
"King William County",-,"Ab - Central Absentee Precinct",70,143,0,213
"King William County",-,Provisional,3,6,0,9
"Lancaster County",-,"101 - Precinct 1-1",332,569,0,901
"Lancaster County",-,"201 - Precinct 2-1",368,324,2,694
"Lancaster County",-,"301 - Precinct 3-1",213,489,0,702
"Lancaster County",-,"302 - Precinct 3-2",115,232,0,347
"Lancaster County",-,"401 - Precinct 4-1",417,267,0,684
"Lancaster County",-,"501 - Precinct 5-1",340,688,1,"1,029"
"Lancaster County",-,"Ab - Central Absentee Precinct",180,245,1,426
"Lancaster County",-,Provisional,1,1,0,2
"Lee County",-,"101 - Elydale",81,231,0,312
"Lee County",-,"102 - Ewing",68,251,0,319
"Lee County",-,"103 - Rose Hill",125,494,0,619
"Lee County",-,"201 - Blackwater",37,82,0,119
"Lee County",-,"202 - Flatwoods",83,422,1,506
"Lee County",-,"203 - Jonesville",187,595,2,784
"Lee County",-,"301 - Ben Hur",177,637,2,816
"Lee County",-,"302 - Woodway",99,412,0,511
"Lee County",-,"401 - Stickleyville",75,214,0,289
"Lee County",-,"402 - Jasper",35,148,0,183
"Lee County",-,"403 - Seminary",42,225,1,268
"Lee County",-,"404 - Dryden",96,361,1,458
"Lee County",-,"501 - Saint Charles",89,148,0,237
"Lee County",-,"502 - Pennington",103,453,0,556
"Lee County",-,"503 - Robbins Chapel",12,70,0,82
"Lee County",-,"504 - Keokee",38,85,1,124
"Lee County",-,"Ab - Central Absentee Precinct",83,236,0,319
"Lee County",-,Provisional,0,1,0,1
"Lexington City",-,"1 - Lexington",987,568,2,"1,557"
"Lexington City",-,"Ab - Central Absentee Precinct",115,63,0,178
"Lexington City",-,Provisional,0,0,0,0
"Loudoun County",-,"107 - Little River",692,515,3,"1,210"
"Loudoun County",-,"108 - Mercer",673,450,0,"1,123"
"Loudoun County",-,"112 - Freedom",553,305,1,859
"Loudoun County",-,"114 - Dulles South",616,355,1,972
"Loudoun County",-,"117 - Carter",376,123,1,500
"Loudoun County",-,"118 - Moorefield",803,355,2,"1,160"
"Loudoun County",-,"119 - Arcola","1,281",728,1,"2,010"
"Loudoun County",-,"120 - Lunsford",752,458,0,"1,210"
"Loudoun County",-,"121 - Town Hall",510,338,0,848
"Loudoun County",-,"122 - Hutchison Farm",798,545,2,"1,345"
"Loudoun County",-,"123 - Cardinal Ridge",470,350,0,820
"Loudoun County",-,"124 - Liberty",508,303,0,811
"Loudoun County",-,"125 - Rock Ridge",716,307,0,"1,023"
"Loudoun County",-,"207 - River Bend",499,416,0,915
"Loudoun County",-,"208 - Algonkian",538,407,1,946
"Loudoun County",-,"209 - Potomac Falls",812,453,1,"1,266"
"Loudoun County",-,"210 - Cascades",944,537,3,"1,484"
"Loudoun County",-,"213 - Countryside",285,202,1,488
"Loudoun County",-,"214 - Sugarland North",939,744,1,"1,684"
"Loudoun County",-,"215 - Sugarland South",897,483,0,"1,380"
"Loudoun County",-,"216 - Lowes Island",749,536,2,"1,287"
"Loudoun County",-,"217 - South Bank",923,575,0,"1,498"
"Loudoun County",-,"218 - University Center",532,250,0,782
"Loudoun County",-,"219 - Galilee Church",675,377,0,"1,052"
"Loudoun County",-,"301 - Purcellville",750,865,3,"1,618"
"Loudoun County",-,"302 - Round Hill",584,787,3,"1,374"
"Loudoun County",-,"303 - Hillsboro",538,727,2,"1,267"
"Loudoun County",-,"305 - Philomont",256,376,0,632
"Loudoun County",-,"307 - Middleburg",356,297,0,653
"Loudoun County",-,"308 - St Louis",331,336,1,668
"Loudoun County",-,"309 - Aldie",250,264,0,514
"Loudoun County",-,"310 - Mountain View",628,840,1,"1,469"
"Loudoun County",-,"311 - Round Hill Elementary",490,755,2,"1,247"
"Loudoun County",-,"312 - Briar Woods",840,409,0,"1,249"
"Loudoun County",-,"313 - Pinebrook","1,088",620,0,"1,708"
"Loudoun County",-,"314 - Legacy",754,429,0,"1,183"
"Loudoun County",-,"315 - Firehouse",183,280,0,463
"Loudoun County",-,"316 - Creighton's Corner",783,425,0,"1,208"
"Loudoun County",-,"318 - Madison's Trust",516,660,0,"1,176"
"Loudoun County",-,"319 - John Champe",758,522,0,"1,280"
"Loudoun County",-,"320 - Stone Hill",864,310,1,"1,175"
"Loudoun County",-,"321 - Brambleton Middle",526,230,0,756
"Loudoun County",-,"401 - West Lovettsville",718,858,1,"1,577"
"Loudoun County",-,"402 - Waterford",577,785,0,"1,362"
"Loudoun County",-,"403 - Lucketts",726,820,0,"1,546"
"Loudoun County",-,"407 - Harper Park",451,376,0,827
"Loudoun County",-,"408 - Evergreen",585,410,1,996
"Loudoun County",-,"409 - Clarkes Gap",567,883,0,"1,450"
"Loudoun County",-,"411 - East Lovettsville",484,681,1,"1,166"
"Loudoun County",-,"413 - Tuscarora",35,39,0,74
"Loudoun County",-,"414 - Red Rock",434,288,0,722
"Loudoun County",-,"416 - Hamilton",836,"1,002",2,"1,840"
"Loudoun County",-,"420 - River Creek",583,701,0,"1,284"
"Loudoun County",-,"421 - Between The Hills",74,97,0,171
"Loudoun County",-,"422 - Sycolin Creek",560,750,1,"1,311"
"Loudoun County",-,"501 - West Leesburg",806,584,3,"1,393"
"Loudoun County",-,"502 - East Leesburg",835,404,0,"1,239"
"Loudoun County",-,"503 - Dry Mill",418,321,0,739
"Loudoun County",-,"504 - Smarts Mill",847,610,4,"1,461"
"Loudoun County",-,"505 - Cool Spring",769,710,3,"1,482"
"Loudoun County",-,"506 - Brandon Park",463,259,0,722
"Loudoun County",-,"507 - Greenway",429,333,0,762
"Loudoun County",-,"508 - Balls Bluff",769,570,0,"1,339"
"Loudoun County",-,"509 - Tolbert",903,448,1,"1,352"
"Loudoun County",-,"510 - Heritage",415,438,0,853
"Loudoun County",-,"615 - Hillside",760,561,1,"1,322"
"Loudoun County",-,"616 - Eagle Ridge",840,528,1,"1,369"
"Loudoun County",-,"617 - Oak Grove",429,106,0,535
"Loudoun County",-,"619 - Ridgetop",383,130,1,514
"Loudoun County",-,"620 - Russell Branch",944,666,1,"1,611"
"Loudoun County",-,"621 - Dominion Trail","1,007",585,1,"1,593"
"Loudoun County",-,"622 - Farmwell Station",993,528,2,"1,523"
"Loudoun County",-,"623 - Weller",760,527,0,"1,287"
"Loudoun County",-,"625 - Mill Run",332,273,0,605
"Loudoun County",-,"626 - Ashby Ponds",418,401,0,819
"Loudoun County",-,"627 - Ashbrook",741,293,3,"1,037"
"Loudoun County",-,"628 - Moorefield Station",802,338,1,"1,141"
"Loudoun County",-,"629 - Discovery",194,124,0,318
"Loudoun County",-,"701 - Sully",723,401,0,"1,124"
"Loudoun County",-,"702 - Park View",649,366,2,"1,017"
"Loudoun County",-,"703 - Rolling Ridge",912,303,0,"1,215"
"Loudoun County",-,"705 - Forest Grove",836,543,1,"1,380"
"Loudoun County",-,"707 - Claude Moore Park",664,238,0,902
"Loudoun County",-,"708 - Seneca",696,432,2,"1,130"
"Loudoun County",-,"709 - Mirror Ridge",814,356,0,"1,170"
"Loudoun County",-,"710 - Sterling",562,316,1,879
"Loudoun County",-,"808 - Stone Bridge",959,685,1,"1,645"
"Loudoun County",-,"810 - Cedar Lane",835,521,0,"1,356"
"Loudoun County",-,"813 - Seldens Landing",593,313,0,906
"Loudoun County",-,"814 - Newton - Lee",700,735,0,"1,435"
"Loudoun County",-,"815 - Belmont Ridge",858,619,2,"1,479"
"Loudoun County",-,"817 - Sanders Corner",916,746,1,"1,663"
"Loudoun County",-,"818 - Broad Run",670,448,1,"1,119"
"Loudoun County",-,"819 - Heritage Church",607,462,1,"1,070"
"Loudoun County",-,"820 - Belmont Station",708,474,1,"1,183"
"Loudoun County",-,"822 - Riverside",528,368,0,896
"Loudoun County",-,"Ab - Central Absentee Precinct","5,547","4,020",15,"9,582"
"Loudoun County",-,Provisional,68,49,0,117
"Louisa County",-,"101 - Zion",561,782,0,"1,343"
"Louisa County",-,"102 - Mechanicsville",253,390,1,644
"Louisa County",-,"201 - Louisa #1",234,459,1,694
"Louisa County",-,"202 - Louisa #2",260,405,0,665
"Louisa County",-,"301 - Patrick Henry No 1",688,589,1,"1,278"
"Louisa County",-,"302 - Patrick Henry #2",140,187,1,328
"Louisa County",-,"401 - Mineral",360,791,2,"1,153"
"Louisa County",-,"402 - Yanceyville",165,207,0,372
"Louisa County",-,"501 - Fredericks Hall",185,200,0,385
"Louisa County",-,"502 - Cuckoo",163,382,1,546
"Louisa County",-,"503 - Elk Creek",119,370,1,490
"Louisa County",-,"601 - Bumpass",138,497,0,635
"Louisa County",-,"602 - Locust Creek",223,581,1,805
"Louisa County",-,"701 - Sheltons Mill",276,618,0,894
"Louisa County",-,"702 - South Anna",220,444,1,665
"Louisa County",-,"Ab - Central Absentee Precinct",349,469,0,818
"Louisa County",-,Provisional,2,2,0,4
"Lunenburg County",-,"101 - Plymouth",89,290,0,379
"Lunenburg County",-,"201 - Browns Store",129,288,0,417
"Lunenburg County",-,"301 - Rosebud",50,228,1,279
"Lunenburg County",-,"302 - Flat Rock",93,167,0,260
"Lunenburg County",-,"401 - Arrowhead Gun Club",34,164,0,198
"Lunenburg County",-,"402 - Pleasant Grove",88,243,0,331
"Lunenburg County",-,"501 - Reedy Creek",126,123,0,249
"Lunenburg County",-,"502 - Peoples Community Center",202,102,0,304
"Lunenburg County",-,"601 - Hounds Creek",287,198,0,485
"Lunenburg County",-,"701 - Meherrin Fire Department",85,119,1,205
"Lunenburg County",-,"702 - Victoria Public Library",90,171,0,261
"Lunenburg County",-,"Ab - Central Absentee Precinct",156,98,0,254
"Lunenburg County",-,Provisional,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",776,916,2,"1,694"
"Lynchburg City",-,"102 - First Ward Second Precinct",788,"1,197",0,"1,985"
"Lynchburg City",-,"103 - First Ward Third Precinct",633,823,1,"1,457"
"Lynchburg City",-,"104 - First Ward Fourth Precinct",338,236,0,574
"Lynchburg City",-,"105 - First Ward Fifth Precinct",484,418,0,902
"Lynchburg City",-,"201 - Second Ward First Precinct","1,037",310,2,"1,349"
"Lynchburg City",-,"202 - Second Ward Second Precinct",886,197,5,"1,088"
"Lynchburg City",-,"203 - Second Ward Third Precinct",312,91,0,403
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",169,161,0,330
"Lynchburg City",-,"301 - Third Ward First Precinct",322,271,1,594
"Lynchburg City",-,"302 - Third Ward Second Precinct",59,"1,231",1,"1,291"
"Lynchburg City",-,"303 - Third Ward Third Precinct",277,423,4,704
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",257,456,1,714
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",442,991,1,"1,434"
"Lynchburg City",-,"401 - Fourth Ward First Precinct",587,"1,334",2,"1,923"
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",319,443,1,763
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",545,829,2,"1,376"
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",652,873,1,"1,526"
"Lynchburg City",-,"Ab - Central Absentee Precinct",500,440,1,941
"Lynchburg City",-,Provisional,1,0,0,1
"Madison County",-,"1 - Oak Park",245,285,1,531
"Madison County",-,"2 - Radiant",299,450,1,750
"Madison County",-,"3 - Rochelle",101,283,0,384
"Madison County",-,"4 - Graves Mill",12,39,0,51
"Madison County",-,"5 - Madison",317,513,1,831
"Madison County",-,"6 - Wolftown",181,300,1,482
"Madison County",-,"7 - Brightwood",206,640,0,846
"Madison County",-,"8 - Criglersville",165,282,0,447
"Madison County",-,"9 - Etlan",75,169,1,245
"Madison County",-,"Ab - Central Absentee Precinct",138,186,0,324
"Madison County",-,Provisional,0,0,0,0
"Manassas City",-,"1 - Dean",733,365,1,"1,099"
"Manassas City",-,"2 - Weems",889,624,0,"1,513"
"Manassas City",-,"3 - Metz",891,674,2,"1,567"
"Manassas City",-,"4 - Haydon",751,659,2,"1,412"
"Manassas City",-,"5 - Baldwin",731,476,1,"1,208"
"Manassas City",-,"6 - Round",635,709,2,"1,346"
"Manassas City",-,"Ab - Central Absentee Precinct",577,516,2,"1,095"
"Manassas City",-,Provisional,4,2,0,6
"Manassas Park City",-,"1 - Precinct One",670,310,0,980
"Manassas Park City",-,"2 - Precinct Two",465,287,1,753
"Manassas Park City",-,"3 - Precinct Three",552,349,1,902
"Manassas Park City",-,"Ab - Central Absentee Precinct",249,165,0,414
"Manassas Park City",-,Provisional,4,0,0,4
"Martinsville City",-,"1 - Precinct #1",368,17,1,386
"Martinsville City",-,"2 - Precinct #2",407,314,2,723
"Martinsville City",-,"3 - Precinct #3",264,125,2,391
"Martinsville City",-,"4 - Precinct #4",412,239,0,651
"Martinsville City",-,"5 - Precinct #5",381,748,2,"1,131"
"Martinsville City",-,"6 - Precinct #6",179,7,0,186
"Martinsville City",-,"Ab - Central Absentee Precinct",108,102,0,210
"Martinsville City",-,Provisional,0,0,0,0
"Mathews County",-,"1 - Chesapeake",241,537,0,778
"Mathews County",-,"2 - Westville",419,825,0,"1,244"
"Mathews County",-,"3 - Piankatank",440,935,3,"1,378"
"Mathews County",-,"Ab - Central Absentee Precinct",191,327,0,518
"Mathews County",-,Provisional,0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store",138,156,0,294
"Mecklenburg County",-,"102 - Pearsons Store",32,90,0,122
"Mecklenburg County",-,"103 - South Clarksville",230,250,0,480
"Mecklenburg County",-,"201 - Boydton",139,154,0,293
"Mecklenburg County",-,"202 - Bluestone Senior High School",70,51,0,121
"Mecklenburg County",-,"203 - Chase City Vfw Post",158,49,0,207
"Mecklenburg County",-,"301 - Bracey",149,453,0,602
"Mecklenburg County",-,"302 - Lacrosse",155,202,0,357
"Mecklenburg County",-,"401 - American Legion Hall",460,244,0,704
"Mecklenburg County",-,"402 - Park View Middle School",78,49,0,127
"Mecklenburg County",-,"501 - South Hill",341,513,0,854
"Mecklenburg County",-,"601 - Baskerville",132,243,0,375
"Mecklenburg County",-,"602 - Union Level",34,164,0,198
"Mecklenburg County",-,"603 - Smith Crossroads",52,119,0,171
"Mecklenburg County",-,"604 - Lake Gaston",77,121,0,198
"Mecklenburg County",-,"701 - Chase City",136,249,0,385
"Mecklenburg County",-,"702 - Sunshine",132,220,0,352
"Mecklenburg County",-,"801 - Finchley",50,87,0,137
"Mecklenburg County",-,"802 - Bluestone",139,343,0,482
"Mecklenburg County",-,"803 - Chase City Elementary School",138,206,0,344
"Mecklenburg County",-,"901 - Averett",17,99,0,116
"Mecklenburg County",-,"902 - Buffalo Springs",43,185,0,228
"Mecklenburg County",-,"903 - Clarksville",229,608,0,837
"Mecklenburg County",-,"Ab - Central Absentee Precinct",226,301,0,527
"Mecklenburg County",-,Provisional,2,2,0,4
"Middlesex County",-,"101 - Saluda",107,205,0,312
"Middlesex County",-,"102 - Urbanna",177,350,0,527
"Middlesex County",-,"201 - New Market",247,677,0,924
"Middlesex County",-,"302 - Church View",282,390,0,672
"Middlesex County",-,"401- Harmony Village",283,374,1,658
"Middlesex County",-,"501 - Wilton",314,579,0,893
"Middlesex County",-,"Ab - Central Absentee Precinct",120,172,1,293
"Middlesex County",-,Provisional,4,1,0,5
"Montgomery County",-,"101 - Precinct A-1",819,675,2,"1,496"
"Montgomery County",-,"102 - Precinct A-2",899,302,1,"1,202"
"Montgomery County",-,"103 - Precinct A-3","1,351",672,0,"2,023"
"Montgomery County",-,"201 - Precinct B-1",73,89,1,163
"Montgomery County",-,"202 - Precinct B-2",700,791,1,"1,492"
"Montgomery County",-,"203 - Precinct B-3",384,583,1,968
"Montgomery County",-,"204 - Precinct B-4",812,969,1,"1,782"
"Montgomery County",-,"301 - Precinct C-1",277,724,1,"1,002"
"Montgomery County",-,"302 - Precinct C-2",384,801,0,"1,185"
"Montgomery County",-,"303 - Precinct C-3",115,302,0,417
"Montgomery County",-,"304 - Precinct C-4",384,693,1,"1,078"
"Montgomery County",-,"401 - Precinct D-1",301,512,0,813
"Montgomery County",-,"402 - Precinct D-2",295,851,0,"1,146"
"Montgomery County",-,"403 - Precinct D-3",224,590,0,814
"Montgomery County",-,"404 - Precinct D-4",136,388,0,524
"Montgomery County",-,"405 - Precinct D-5",466,762,0,"1,228"
"Montgomery County",-,"501 - Precinct E-1",678,583,1,"1,262"
"Montgomery County",-,"502 - Precinct E-2",355,558,0,913
"Montgomery County",-,"503 - Precinct E-3",582,249,1,832
"Montgomery County",-,"601 - Precinct F-1","1,125",474,2,"1,601"
"Montgomery County",-,"602 - Precinct F-2",973,393,1,"1,367"
"Montgomery County",-,"603 - Precinct F-3",180,117,2,299
"Montgomery County",-,"701 - Precinct G-1","1,285",638,1,"1,924"
"Montgomery County",-,"702 - Precinct G-2",682,219,2,903
"Montgomery County",-,"Ab - Central Absentee Precinct",903,564,2,"1,469"
"Montgomery County",-,Provisional,19,8,0,27
"Nelson County",-,"101 - Rockfish",651,618,1,"1,270"
"Nelson County",-,"201 - Lovingston",290,349,0,639
"Nelson County",-,"202 - Schuyler",189,189,0,378
"Nelson County",-,"301 - Shipman",359,410,3,772
"Nelson County",-,"302 - Gladstone",48,80,0,128
"Nelson County",-,"401 - Roseland",352,555,0,907
"Nelson County",-,"402 - Montebello",29,56,0,85
"Nelson County",-,"501 - Faber",253,218,0,471
"Nelson County",-,"502 - Nellysford",595,530,0,"1,125"
"Nelson County",-,"Ab - Central Absentee Precinct",188,149,0,337
"Nelson County",-,Provisional,2,3,0,5
"New Kent County",-,"102 - Tunstall",102,331,0,433
"New Kent County",-,"103 - Southern Branch",279,875,0,"1,154"
"New Kent County",-,"201 - Quinton",402,800,1,"1,203"
"New Kent County",-,"202 - Kentwood",147,519,0,666
"New Kent County",-,"301 - Watkins",313,430,0,743
"New Kent County",-,"302 - Cumberland",283,592,0,875
"New Kent County",-,"401 - Providence Forge",406,809,0,"1,215"
"New Kent County",-,"403 - Mountcastle",146,301,1,448
